mzML	sample	sample_group	injection_idx	polarity	plate	mix	concentration
2016/2016_05/MIX 7E_NEG_a.mzML	MIX 7E_NEG_a	MIX 7E_a	163	NEG	plate_01	MIX07	E
2016/2016_05/MIX 7E_NEG_b.mzML	MIX 7E_NEG_b	MIX 7E_b	164	NEG	plate_01	MIX07	E
2016/2016_05/MIX 7D_NEG_a.mzML	MIX 7D_NEG_a	MIX 7D_a	165	NEG	plate_01	MIX07	D
2016/2016_05/MIX 7D_NEG_b.mzML	MIX 7D_NEG_b	MIX 7D_b	166	NEG	plate_01	MIX07	D
2016/2016_05/MIX 7C_NEG_a.mzML	MIX 7C_NEG_a	MIX 7C_a	167	NEG	plate_01	MIX07	C
2016/2016_05/MIX 7C_NEG_b.mzML	MIX 7C_NEG_b	MIX 7C_b	168	NEG	plate_01	MIX07	C
2016/2016_05/MIX 7B_NEG_a.mzML	MIX 7B_NEG_a	MIX 7B_a	169	NEG	plate_01	MIX07	B
2016/2016_05/MIX 7B_NEG_b.mzML	MIX 7B_NEG_b	MIX 7B_b	170	NEG	plate_01	MIX07	B
2016/2016_05/MIX 7A_NEG_a.mzML	MIX 7A_NEG_a	MIX 7A_a	171	NEG	plate_01	MIX07	A
2016/2016_05/MIX 7A_NEG_b.mzML	MIX 7A_NEG_b	MIX 7A_b	172	NEG	plate_01	MIX07	A
2016/2016_05/020516_Blank_NEG_19.mzML	Blank_19	Blank	173	NEG	plate_01		
2016/2016_05/020516_Blank_NEG_20.mzML	Blank_20	Blank	174	NEG	plate_01		
2016/2016_05/MIX 8K_NEG_a.mzML	MIX 8K_NEG_a	MIX 8K_a	175	NEG	plate_01	MIX08	K
2016/2016_05/MIX 8K_NEG_b.mzML	MIX 8K_NEG_b	MIX 8K_b	176	NEG	plate_01	MIX08	K
2016/2016_05/MIX 8I_NEG_a.mzML	MIX 8I_NEG_a	MIX 8I_a	177	NEG	plate_01	MIX08	I
2016/2016_05/MIX 8I_NEG_b.mzML	MIX 8I_NEG_b	MIX 8I_b	178	NEG	plate_01	MIX08	I
2016/2016_05/MIX 8H_NEG_a.mzML	MIX 8H_NEG_a	MIX 8H_a	179	NEG	plate_01	MIX08	H
2016/2016_05/MIX 8H_NEG_b.mzML	MIX 8H_NEG_b	MIX 8H_b	180	NEG	plate_01	MIX08	H
2016/2016_05/MIX 8G_NEG_a.mzML	MIX 8G_NEG_a	MIX 8G_a	181	NEG	plate_01	MIX08	G
2016/2016_05/MIX 8G_NEG_b.mzML	MIX 8G_NEG_b	MIX 8G_b	182	NEG	plate_01	MIX08	G
2016/2016_05/MIX 8F_NEG_a.mzML	MIX 8F_NEG_a	MIX 8F_a	183	NEG	plate_01	MIX08	F
2016/2016_05/MIX 8F_NEG_b.mzML	MIX 8F_NEG_b	MIX 8F_b	184	NEG	plate_01	MIX08	F
2016/2016_05/MIX 8E_NEG_a.mzML	MIX 8E_NEG_a	MIX 8E_a	185	NEG	plate_01	MIX08	E
2016/2016_05/MIX 8E_NEG_b.mzML	MIX 8E_NEG_b	MIX 8E_b	186	NEG	plate_01	MIX08	E
2016/2016_05/MIX 8D_NEG_a.mzML	MIX 8D_NEG_a	MIX 8D_a	187	NEG	plate_01	MIX08	D
2016/2016_05/MIX 8D_NEG_b.mzML	MIX 8D_NEG_b	MIX 8D_b	188	NEG	plate_01	MIX08	D
2016/2016_05/MIX 8C_NEG_a.mzML	MIX 8C_NEG_a	MIX 8C_a	189	NEG	plate_01	MIX08	C
2016/2016_05/MIX 8C_NEG_b.mzML	MIX 8C_NEG_b	MIX 8C_b	190	NEG	plate_01	MIX08	C
2016/2016_05/MIX 8B_NEG_a.mzML	MIX 8B_NEG_a	MIX 8B_a	191	NEG	plate_01	MIX08	B
2016/2016_05/MIX 8B_NEG_b.mzML	MIX 8B_NEG_b	MIX 8B_b	192	NEG	plate_01	MIX08	B
2016/2016_05/MIX 8A_NEG_a.mzML	MIX 8A_NEG_a	MIX 8A_a	193	NEG	plate_01	MIX08	A
2016/2016_05/MIX 8A_NEG_b.mzML	MIX 8A_NEG_b	MIX 8A_b	194	NEG	plate_01	MIX08	A
2016/2016_05/020516_Blank_NEG_21.mzML	Blank_21	Blank	195	NEG	plate_01		
2016/2016_05/020516_Blank_NEG_22.mzML	Blank_22	Blank	196	NEG	plate_01		
2016/2016_05/060516_Blank_NEG_1.mzML	Blank_01	Blank	1	NEG	plate_02		
2016/2016_05/060516_Blank_NEG_2.mzML	Blank_02	Blank	2	NEG	plate_02		
2016/2016_05/060516_Blank_NEG_3.mzML	Blank_03	Blank	3	NEG	plate_02		
2016/2016_05/060516_Blank_NEG_4.mzML	Blank_04	Blank	4	NEG	plate_02		
2016/2016_05/060516_Equilibration Mix_NEG_1.mzML	EQ_01	Equilibration Mix	5	NEG	plate_02		
2016/2016_05/060516_Equilibration Mix_NEG_2.mzML	EQ_02	Equilibration Mix	6	NEG	plate_02		
2016/2016_05/060516_Equilibration Mix_NEG_3.mzML	EQ_03	Equilibration Mix	7	NEG	plate_02		
2016/2016_05/060516_Equilibration Mix_NEG_4.mzML	EQ_04	Equilibration Mix	8	NEG	plate_02		
2016/2016_05/060516_Equilibration Mix_NEG_5.mzML	EQ_05	Equilibration Mix	9	NEG	plate_02		
2016/2016_05/060516_Equilibration Mix_NEG_6.mzML	EQ_06	Equilibration Mix	10	NEG	plate_02		
2016/2016_05/060516_Equilibration Mix_NEG_7.mzML	EQ_07	Equilibration Mix	11	NEG	plate_02		
2016/2016_05/060516_Equilibration Mix_NEG_8.mzML	EQ_08	Equilibration Mix	12	NEG	plate_02		
2016/2016_05/060516_Equilibration Mix_NEG_9.mzML	EQ_09	Equilibration Mix	13	NEG	plate_02		
2016/2016_05/060516_Equilibration Mix_NEG_10.mzML	EQ_10	Equilibration Mix	14	NEG	plate_02		
2016/2016_05/060516_Equilibration Mix_NEG_11.mzML	EQ_11	Equilibration Mix	15	NEG	plate_02		
2016/2016_05/060516_Equilibration Mix_NEG_12.mzML	EQ_12	Equilibration Mix	16	NEG	plate_02		
2016/2016_05/060516_Equilibration Mix_NEG_13.mzML	EQ_13	Equilibration Mix	17	NEG	plate_02		
2016/2016_05/060516_Equilibration Mix_NEG_14.mzML	EQ_14	Equilibration Mix	18	NEG	plate_02		
2016/2016_05/060516_Blank_NEG_5.mzML	Blank_05	Blank	19	NEG	plate_02		
2016/2016_05/060516_Blank_NEG_6.mzML	Blank_06	Blank	20	NEG	plate_02		
2016/2016_05/MIX 9K_NEG_a.mzML	MIX 9K_NEG_a	MIX 9K_a	21	NEG	plate_02	MIX09	K
2016/2016_05/MIX 9K_NEG_b.mzML	MIX 9K_NEG_b	MIX 9K_b	22	NEG	plate_02	MIX09	K
2016/2016_05/MIX 9I_NEG_a.mzML	MIX 9I_NEG_a	MIX 9I_a	23	NEG	plate_02	MIX09	I
2016/2016_05/MIX 9I_NEG_b.mzML	MIX 9I_NEG_b	MIX 9I_b	24	NEG	plate_02	MIX09	I
2016/2016_05/MIX 9H_NEG_a.mzML	MIX 9H_NEG_a	MIX 9H_a	25	NEG	plate_02	MIX09	H
2016/2016_05/MIX 9H_NEG_b.mzML	MIX 9H_NEG_b	MIX 9H_b	26	NEG	plate_02	MIX09	H
2016/2016_05/MIX 9G_NEG_a.mzML	MIX 9G_NEG_a	MIX 9G_a	27	NEG	plate_02	MIX09	G
2016/2016_05/MIX 9G_NEG_b.mzML	MIX 9G_NEG_b	MIX 9G_b	28	NEG	plate_02	MIX09	G
2016/2016_05/MIX 9F_NEG_a.mzML	MIX 9F_NEG_a	MIX 9F_a	29	NEG	plate_02	MIX09	F
2016/2016_05/MIX 9F_NEG_b.mzML	MIX 9F_NEG_b	MIX 9F_b	30	NEG	plate_02	MIX09	F
2016/2016_05/MIX 9E_NEG_a.mzML	MIX 9E_NEG_a	MIX 9E_a	31	NEG	plate_02	MIX09	E
2016/2016_05/MIX 9E_NEG_b.mzML	MIX 9E_NEG_b	MIX 9E_b	32	NEG	plate_02	MIX09	E
2016/2016_05/MIX 9D_NEG_a.mzML	MIX 9D_NEG_a	MIX 9D_a	33	NEG	plate_02	MIX09	D
2016/2016_05/MIX 9D_NEG_b.mzML	MIX 9D_NEG_b	MIX 9D_b	34	NEG	plate_02	MIX09	D
2016/2016_05/MIX 9C_NEG_a.mzML	MIX 9C_NEG_a	MIX 9C_a	35	NEG	plate_02	MIX09	C
2016/2016_05/MIX 9C_NEG_b.mzML	MIX 9C_NEG_b	MIX 9C_b	36	NEG	plate_02	MIX09	C
2016/2016_05/MIX 9B_NEG_a.mzML	MIX 9B_NEG_a	MIX 9B_a	37	NEG	plate_02	MIX09	B
2016/2016_05/MIX 9B_NEG_b.mzML	MIX 9B_NEG_b	MIX 9B_b	38	NEG	plate_02	MIX09	B
2016/2016_05/MIX 9A_NEG_a.mzML	MIX 9A_NEG_a	MIX 9A_a	39	NEG	plate_02	MIX09	A
2016/2016_05/MIX 9A_NEG_b.mzML	MIX 9A_NEG_b	MIX 9A_b	40	NEG	plate_02	MIX09	A
2016/2016_05/060516_Blank_NEG_7.mzML	Blank_07	Blank	41	NEG	plate_02		
2016/2016_05/060516_Blank_NEG_8.mzML	Blank_08	Blank	42	NEG	plate_02		
2016/2016_05/MIX 10K_NEG_a.mzML	MIX 10K_NEG_a	MIX 10K_a	43	NEG	plate_02	MIX10	K
2016/2016_05/MIX 10K_NEG_b.mzML	MIX 10K_NEG_b	MIX 10K_b	44	NEG	plate_02	MIX10	K
2016/2016_05/MIX 10I_NEG_a.mzML	MIX 10I_NEG_a	MIX 10I_a	45	NEG	plate_02	MIX10	I
2016/2016_05/MIX 10I_NEG_b.mzML	MIX 10I_NEG_b	MIX 10I_b	46	NEG	plate_02	MIX10	I
2016/2016_05/MIX 10H_NEG_a.mzML	MIX 10H_NEG_a	MIX 10H_a	47	NEG	plate_02	MIX10	H
2016/2016_05/MIX 10H_NEG_b.mzML	MIX 10H_NEG_b	MIX 10H_b	48	NEG	plate_02	MIX10	H
2016/2016_05/MIX 10G_NEG_a.mzML	MIX 10G_NEG_a	MIX 10G_a	49	NEG	plate_02	MIX10	G
2016/2016_05/MIX 10G_NEG_b.mzML	MIX 10G_NEG_b	MIX 10G_b	50	NEG	plate_02	MIX10	G
2016/2016_05/MIX 10F_NEG_a.mzML	MIX 10F_NEG_a	MIX 10F_a	51	NEG	plate_02	MIX10	F
2016/2016_05/MIX 10F_NEG_b.mzML	MIX 10F_NEG_b	MIX 10F_b	52	NEG	plate_02	MIX10	F
2016/2016_05/MIX 10E_NEG_a.mzML	MIX 10E_NEG_a	MIX 10E_a	53	NEG	plate_02	MIX10	E
2016/2016_05/MIX 10E_NEG_b.mzML	MIX 10E_NEG_b	MIX 10E_b	54	NEG	plate_02	MIX10	E
2016/2016_05/MIX 10D_NEG_a.mzML	MIX 10D_NEG_a	MIX 10D_a	55	NEG	plate_02	MIX10	D
2016/2016_05/MIX 10D_NEG_b.mzML	MIX 10D_NEG_b	MIX 10D_b	56	NEG	plate_02	MIX10	D
2016/2016_05/MIX 10C_NEG_a.mzML	MIX 10C_NEG_a	MIX 10C_a	57	NEG	plate_02	MIX10	C
2016/2016_05/MIX 10C_NEG_b.mzML	MIX 10C_NEG_b	MIX 10C_b	58	NEG	plate_02	MIX10	C
2016/2016_05/MIX 10B_NEG_a.mzML	MIX 10B_NEG_a	MIX 10B_a	59	NEG	plate_02	MIX10	B
2016/2016_05/MIX 10B_NEG_b.mzML	MIX 10B_NEG_b	MIX 10B_b	60	NEG	plate_02	MIX10	B
2016/2016_05/MIX 10A_NEG_a.mzML	MIX 10A_NEG_a	MIX 10A_a	61	NEG	plate_02	MIX10	A
2016/2016_05/MIX 10A_NEG_b.mzML	MIX 10A_NEG_b	MIX 10A_b	62	NEG	plate_02	MIX10	A
2016/2016_05/060516_Blank_NEG_9.mzML	Blank_09	Blank	63	NEG	plate_02		
2016/2016_05/060516_Blank_NEG_10.mzML	Blank_10	Blank	64	NEG	plate_02		
2016/2016_05/MIX 11K_NEG_a.mzML	MIX 11K_NEG_a	MIX 11K_a	65	NEG	plate_02	MIX11	K
2016/2016_05/MIX 11K_NEG_b.mzML	MIX 11K_NEG_b	MIX 11K_b	66	NEG	plate_02	MIX11	K
2016/2016_05/MIX 11I_NEG_a.mzML	MIX 11I_NEG_a	MIX 11I_a	67	NEG	plate_02	MIX11	I
2016/2016_05/MIX 11I_NEG_b.mzML	MIX 11I_NEG_b	MIX 11I_b	68	NEG	plate_02	MIX11	I
2016/2016_05/MIX 11H_NEG_a.mzML	MIX 11H_NEG_a	MIX 11H_a	69	NEG	plate_02	MIX11	H
2016/2016_05/MIX 11H_NEG_b.mzML	MIX 11H_NEG_b	MIX 11H_b	70	NEG	plate_02	MIX11	H
2016/2016_05/MIX 11G_NEG_a.mzML	MIX 11G_NEG_a	MIX 11G_a	71	NEG	plate_02	MIX11	G
2016/2016_05/MIX 11G_NEG_b.mzML	MIX 11G_NEG_b	MIX 11G_b	72	NEG	plate_02	MIX11	G
2016/2016_05/MIX 11F_NEG_a.mzML	MIX 11F_NEG_a	MIX 11F_a	73	NEG	plate_02	MIX11	F
2016/2016_05/MIX 11F_NEG_b.mzML	MIX 11F_NEG_b	MIX 11F_b	74	NEG	plate_02	MIX11	F
2016/2016_05/MIX 11E_NEG_a.mzML	MIX 11E_NEG_a	MIX 11E_a	75	NEG	plate_02	MIX11	E
2016/2016_05/MIX 11E_NEG_b.mzML	MIX 11E_NEG_b	MIX 11E_b	76	NEG	plate_02	MIX11	E
2016/2016_05/MIX 11D_NEG_a.mzML	MIX 11D_NEG_a	MIX 11D_a	77	NEG	plate_02	MIX11	D
2016/2016_05/MIX 11D_NEG_b.mzML	MIX 11D_NEG_b	MIX 11D_b	78	NEG	plate_02	MIX11	D
2016/2016_05/MIX 11C_NEG_a.mzML	MIX 11C_NEG_a	MIX 11C_a	79	NEG	plate_02	MIX11	C
2016/2016_05/MIX 11C_NEG_b.mzML	MIX 11C_NEG_b	MIX 11C_b	80	NEG	plate_02	MIX11	C
2016/2016_05/MIX 11B_NEG_a.mzML	MIX 11B_NEG_a	MIX 11B_a	81	NEG	plate_02	MIX11	B
2016/2016_05/MIX 11B_NEG_b.mzML	MIX 11B_NEG_b	MIX 11B_b	82	NEG	plate_02	MIX11	B
2016/2016_05/MIX 11A_NEG_a.mzML	MIX 11A_NEG_a	MIX 11A_a	83	NEG	plate_02	MIX11	A
2016/2016_05/MIX 11A_NEG_b.mzML	MIX 11A_NEG_b	MIX 11A_b	84	NEG	plate_02	MIX11	A
2016/2016_05/060516_Blank_NEG_11.mzML	Blank_11	Blank	85	NEG	plate_02		
2016/2016_05/060516_Blank_NEG_12.mzML	Blank_12	Blank	86	NEG	plate_02		
2016/2016_05/MIX 12K_NEG_a.mzML	MIX 12K_NEG_a	MIX 12K_a	87	NEG	plate_02	MIX12	K
2016/2016_05/MIX 12K_NEG_b.mzML	MIX 12K_NEG_b	MIX 12K_b	88	NEG	plate_02	MIX12	K
2016/2016_05/MIX 12I_NEG_a.mzML	MIX 12I_NEG_a	MIX 12I_a	89	NEG	plate_02	MIX12	I
2016/2016_05/MIX 12I_NEG_b.mzML	MIX 12I_NEG_b	MIX 12I_b	90	NEG	plate_02	MIX12	I
2016/2016_05/MIX 12H_NEG_a.mzML	MIX 12H_NEG_a	MIX 12H_a	91	NEG	plate_02	MIX12	H
2016/2016_05/MIX 12H_NEG_b.mzML	MIX 12H_NEG_b	MIX 12H_b	92	NEG	plate_02	MIX12	H
2016/2016_05/MIX 12G_NEG_a.mzML	MIX 12G_NEG_a	MIX 12G_a	93	NEG	plate_02	MIX12	G
2016/2016_05/MIX 12G_NEG_b.mzML	MIX 12G_NEG_b	MIX 12G_b	94	NEG	plate_02	MIX12	G
2016/2016_05/MIX 12F_NEG_a.mzML	MIX 12F_NEG_a	MIX 12F_a	95	NEG	plate_02	MIX12	F
2016/2016_05/MIX 12F_NEG_b.mzML	MIX 12F_NEG_b	MIX 12F_b	96	NEG	plate_02	MIX12	F
2016/2016_05/MIX 12E_NEG_a.mzML	MIX 12E_NEG_a	MIX 12E_a	97	NEG	plate_02	MIX12	E
2016/2016_05/MIX 12E_NEG_b.mzML	MIX 12E_NEG_b	MIX 12E_b	98	NEG	plate_02	MIX12	E
2016/2016_05/MIX 12D_NEG_a.mzML	MIX 12D_NEG_a	MIX 12D_a	99	NEG	plate_02	MIX12	D
2016/2016_05/MIX 12D_NEG_b.mzML	MIX 12D_NEG_b	MIX 12D_b	100	NEG	plate_02	MIX12	D
2016/2016_05/MIX 12C_NEG_a.mzML	MIX 12C_NEG_a	MIX 12C_a	101	NEG	plate_02	MIX12	C
2016/2016_05/MIX 12C_NEG_b.mzML	MIX 12C_NEG_b	MIX 12C_b	102	NEG	plate_02	MIX12	C
2016/2016_05/MIX 12B_NEG_a.mzML	MIX 12B_NEG_a	MIX 12B_a	103	NEG	plate_02	MIX12	B
2016/2016_05/MIX 12B_NEG_b.mzML	MIX 12B_NEG_b	MIX 12B_b	104	NEG	plate_02	MIX12	B
2016/2016_05/MIX 12A_NEG_a.mzML	MIX 12A_NEG_a	MIX 12A_a	105	NEG	plate_02	MIX12	A
2016/2016_05/MIX 12A_NEG_b.mzML	MIX 12A_NEG_b	MIX 12A_b	106	NEG	plate_02	MIX12	A
2016/2016_05/060516_Blank_NEG_13.mzML	Blank_13	Blank	107	NEG	plate_02		
2016/2016_05/060516_Blank_NEG_14.mzML	Blank_14	Blank	108	NEG	plate_02		
2016/2016_05/MIX 13K_NEG_a.mzML	MIX 13K_NEG_a	MIX 13K_a	109	NEG	plate_02	MIX13	K
2016/2016_05/MIX 13K_NEG_b.mzML	MIX 13K_NEG_b	MIX 13K_b	110	NEG	plate_02	MIX13	K
2016/2016_05/MIX 13I_NEG_a.mzML	MIX 13I_NEG_a	MIX 13I_a	111	NEG	plate_02	MIX13	I
2016/2016_05/MIX 13I_NEG_b.mzML	MIX 13I_NEG_b	MIX 13I_b	112	NEG	plate_02	MIX13	I
2016/2016_05/MIX 13H_NEG_a.mzML	MIX 13H_NEG_a	MIX 13H_a	113	NEG	plate_02	MIX13	H
2016/2016_05/MIX 13H_NEG_b.mzML	MIX 13H_NEG_b	MIX 13H_b	114	NEG	plate_02	MIX13	H
2016/2016_05/MIX 13G_NEG_a.mzML	MIX 13G_NEG_a	MIX 13G_a	115	NEG	plate_02	MIX13	G
2016/2016_05/MIX 13G_NEG_b.mzML	MIX 13G_NEG_b	MIX 13G_b	116	NEG	plate_02	MIX13	G
2016/2016_05/MIX 13F_NEG_a.mzML	MIX 13F_NEG_a	MIX 13F_a	117	NEG	plate_02	MIX13	F
2016/2016_05/MIX 13F_NEG_b.mzML	MIX 13F_NEG_b	MIX 13F_b	118	NEG	plate_02	MIX13	F
2016/2016_05/MIX 13E_NEG_a.mzML	MIX 13E_NEG_a	MIX 13E_a	119	NEG	plate_02	MIX13	E
2016/2016_05/MIX 13E_NEG_b.mzML	MIX 13E_NEG_b	MIX 13E_b	120	NEG	plate_02	MIX13	E
2016/2016_05/MIX 13D_NEG_a.mzML	MIX 13D_NEG_a	MIX 13D_a	121	NEG	plate_02	MIX13	D
2016/2016_05/MIX 13D_NEG_b.mzML	MIX 13D_NEG_b	MIX 13D_b	122	NEG	plate_02	MIX13	D
2016/2016_05/MIX 13C_NEG_a.mzML	MIX 13C_NEG_a	MIX 13C_a	123	NEG	plate_02	MIX13	C
2016/2016_05/MIX 13C_NEG_b.mzML	MIX 13C_NEG_b	MIX 13C_b	124	NEG	plate_02	MIX13	C
2016/2016_05/MIX 13B_NEG_a.mzML	MIX 13B_NEG_a	MIX 13B_a	125	NEG	plate_02	MIX13	B
2016/2016_05/MIX 13B_NEG_b.mzML	MIX 13B_NEG_b	MIX 13B_b	126	NEG	plate_02	MIX13	B
2016/2016_05/MIX 13A_NEG_a.mzML	MIX 13A_NEG_a	MIX 13A_a	127	NEG	plate_02	MIX13	A
2016/2016_05/MIX 13A_NEG_b.mzML	MIX 13A_NEG_b	MIX 13A_b	128	NEG	plate_02	MIX13	A
2016/2016_05/060516_Blank_NEG_15.mzML	Blank_15	Blank	129	NEG	plate_02		
2016/2016_05/060516_Blank_NEG_16.mzML	Blank_16	Blank	130	NEG	plate_02		
2016/2016_05/MIX 14K_NEG_a.mzML	MIX 14K_NEG_a	MIX 14K_a	131	NEG	plate_02	MIX14	K
2016/2016_05/MIX 14K_NEG_b.mzML	MIX 14K_NEG_b	MIX 14K_b	132	NEG	plate_02	MIX14	K
2016/2016_05/MIX 14I_NEG_a.mzML	MIX 14I_NEG_a	MIX 14I_a	133	NEG	plate_02	MIX14	I
2016/2016_05/MIX 14I_NEG_b.mzML	MIX 14I_NEG_b	MIX 14I_b	134	NEG	plate_02	MIX14	I
2016/2016_05/MIX 14H_NEG_a.mzML	MIX 14H_NEG_a	MIX 14H_a	135	NEG	plate_02	MIX14	H
2016/2016_05/MIX 14H_NEG_b.mzML	MIX 14H_NEG_b	MIX 14H_b	136	NEG	plate_02	MIX14	H
2016/2016_05/MIX 14G_NEG_a.mzML	MIX 14G_NEG_a	MIX 14G_a	137	NEG	plate_02	MIX14	G
2016/2016_05/MIX 14G_NEG_b.mzML	MIX 14G_NEG_b	MIX 14G_b	138	NEG	plate_02	MIX14	G
2016/2016_05/MIX 14F_NEG_a.mzML	MIX 14F_NEG_a	MIX 14F_a	139	NEG	plate_02	MIX14	F
2016/2016_05/MIX 14F_NEG_b.mzML	MIX 14F_NEG_b	MIX 14F_b	140	NEG	plate_02	MIX14	F
2016/2016_05/MIX 14E_NEG_a.mzML	MIX 14E_NEG_a	MIX 14E_a	141	NEG	plate_02	MIX14	E
2016/2016_05/MIX 14E_NEG_b.mzML	MIX 14E_NEG_b	MIX 14E_b	142	NEG	plate_02	MIX14	E
2016/2016_05/MIX 14D_NEG_a.mzML	MIX 14D_NEG_a	MIX 14D_a	143	NEG	plate_02	MIX14	D
2016/2016_05/MIX 14D_NEG_b.mzML	MIX 14D_NEG_b	MIX 14D_b	144	NEG	plate_02	MIX14	D
2016/2016_05/MIX 14C_NEG_a.mzML	MIX 14C_NEG_a	MIX 14C_a	145	NEG	plate_02	MIX14	C
2016/2016_05/MIX 14C_NEG_b.mzML	MIX 14C_NEG_b	MIX 14C_b	146	NEG	plate_02	MIX14	C
2016/2016_05/MIX 14B_NEG_a.mzML	MIX 14B_NEG_a	MIX 14B_a	147	NEG	plate_02	MIX14	B
2016/2016_05/MIX 14B_NEG_b.mzML	MIX 14B_NEG_b	MIX 14B_b	148	NEG	plate_02	MIX14	B
2016/2016_05/MIX 14A_NEG_a.mzML	MIX 14A_NEG_a	MIX 14A_a	149	NEG	plate_02	MIX14	A
2016/2016_05/MIX 14A_NEG_b.mzML	MIX 14A_NEG_b	MIX 14A_b	150	NEG	plate_02	MIX14	A
2016/2016_05/060516_Blank_NEG_17.mzML	Blank_17	Blank	151	NEG	plate_02		
2016/2016_05/060516_Blank_NEG_18.mzML	Blank_18	Blank	152	NEG	plate_02		
2016/2016_05/MIX 15K_NEG_a.mzML	MIX 15K_NEG_a	MIX 15K_a	153	NEG	plate_02	MIX15	K
2016/2016_05/MIX 15K_NEG_b.mzML	MIX 15K_NEG_b	MIX 15K_b	154	NEG	plate_02	MIX15	K
2016/2016_05/MIX 15I_NEG_a.mzML	MIX 15I_NEG_a	MIX 15I_a	155	NEG	plate_02	MIX15	I
2016/2016_05/MIX 15I_NEG_b.mzML	MIX 15I_NEG_b	MIX 15I_b	156	NEG	plate_02	MIX15	I
2016/2016_05/MIX 15H_NEG_a.mzML	MIX 15H_NEG_a	MIX 15H_a	157	NEG	plate_02	MIX15	H
2016/2016_05/MIX 15H_NEG_b.mzML	MIX 15H_NEG_b	MIX 15H_b	158	NEG	plate_02	MIX15	H
2016/2016_05/MIX 15G_NEG_a.mzML	MIX 15G_NEG_a	MIX 15G_a	159	NEG	plate_02	MIX15	G
2016/2016_05/MIX 15G_NEG_b.mzML	MIX 15G_NEG_b	MIX 15G_b	160	NEG	plate_02	MIX15	G
2016/2016_05/MIX 15F_NEG_a.mzML	MIX 15F_NEG_a	MIX 15F_a	161	NEG	plate_02	MIX15	F
2016/2016_05/MIX 15F_NEG_b.mzML	MIX 15F_NEG_b	MIX 15F_b	162	NEG	plate_02	MIX15	F
2016/2016_05/MIX 15E_NEG_a.mzML	MIX 15E_NEG_a	MIX 15E_a	163	NEG	plate_02	MIX15	E
2016/2016_05/MIX 15E_NEG_b.mzML	MIX 15E_NEG_b	MIX 15E_b	164	NEG	plate_02	MIX15	E
2016/2016_05/MIX 15D_NEG_a.mzML	MIX 15D_NEG_a	MIX 15D_a	165	NEG	plate_02	MIX15	D
2016/2016_05/MIX 15D_NEG_b.mzML	MIX 15D_NEG_b	MIX 15D_b	166	NEG	plate_02	MIX15	D
2016/2016_05/MIX 15C_NEG_a.mzML	MIX 15C_NEG_a	MIX 15C_a	167	NEG	plate_02	MIX15	C
2016/2016_05/MIX 15C_NEG_b.mzML	MIX 15C_NEG_b	MIX 15C_b	168	NEG	plate_02	MIX15	C
2016/2016_05/MIX 15B_NEG_a.mzML	MIX 15B_NEG_a	MIX 15B_a	169	NEG	plate_02	MIX15	B
2016/2016_05/MIX 15B_NEG_b.mzML	MIX 15B_NEG_b	MIX 15B_b	170	NEG	plate_02	MIX15	B
2016/2016_05/MIX 15A_NEG_a.mzML	MIX 15A_NEG_a	MIX 15A_a	171	NEG	plate_02	MIX15	A
2016/2016_05/MIX 15A_NEG_b.mzML	MIX 15A_NEG_b	MIX 15A_b	172	NEG	plate_02	MIX15	A
2016/2016_05/060516_Blank_NEG_19.mzML	Blank_19	Blank	173	NEG	plate_02		
2016/2016_05/060516_Blank_NEG_20.mzML	Blank_20	Blank	174	NEG	plate_02		
2016/2016_05/MIX 16K_NEG_a.mzML	MIX 16K_NEG_a	MIX 16K_a	175	NEG	plate_02	MIX16	K
2016/2016_05/MIX 16K_NEG_b.mzML	MIX 16K_NEG_b	MIX 16K_b	176	NEG	plate_02	MIX16	K
2016/2016_05/MIX 16I_NEG_a.mzML	MIX 16I_NEG_a	MIX 16I_a	177	NEG	plate_02	MIX16	I
2016/2016_05/MIX 16I_NEG_b.mzML	MIX 16I_NEG_b	MIX 16I_b	178	NEG	plate_02	MIX16	I
2016/2016_05/MIX 16H_NEG_a.mzML	MIX 16H_NEG_a	MIX 16H_a	179	NEG	plate_02	MIX16	H
2016/2016_05/MIX 16H_NEG_b.mzML	MIX 16H_NEG_b	MIX 16H_b	180	NEG	plate_02	MIX16	H
2016/2016_05/MIX 16G_NEG_a.mzML	MIX 16G_NEG_a	MIX 16G_a	181	NEG	plate_02	MIX16	G
2016/2016_05/MIX 16G_NEG_b.mzML	MIX 16G_NEG_b	MIX 16G_b	182	NEG	plate_02	MIX16	G
2016/2016_05/MIX 16F_NEG_a.mzML	MIX 16F_NEG_a	MIX 16F_a	183	NEG	plate_02	MIX16	F
2016/2016_05/MIX 16F_NEG_b.mzML	MIX 16F_NEG_b	MIX 16F_b	184	NEG	plate_02	MIX16	F
2016/2016_05/MIX 16E_NEG_a.mzML	MIX 16E_NEG_a	MIX 16E_a	185	NEG	plate_02	MIX16	E
2016/2016_05/MIX 16E_NEG_b.mzML	MIX 16E_NEG_b	MIX 16E_b	186	NEG	plate_02	MIX16	E
2016/2016_05/MIX 16D_NEG_a.mzML	MIX 16D_NEG_a	MIX 16D_a	187	NEG	plate_02	MIX16	D
2016/2016_05/MIX 16D_NEG_b.mzML	MIX 16D_NEG_b	MIX 16D_b	188	NEG	plate_02	MIX16	D
2016/2016_05/MIX 16C_NEG_a.mzML	MIX 16C_NEG_a	MIX 16C_a	189	NEG	plate_02	MIX16	C
