"folder"	"mzML"	"polarity"	"time"	"type"	"class"	"mode"
"2020/2020_01"	"QC_LowIS_Mix04_1_POS.mzML"	"POS"	"2020-01-17 14:42:36"	"Mix04"	"QC_Mix04_Low"	"FS"
"2020/2020_01"	"QC_HighIS_Mix13_3_POS.mzML"	"POS"	"2020-01-17 14:51:21"	"Mix13"	"QC_Mix13_High"	"FS"
"2020/2020_01"	"QC_LowIS_Mix01_2_POS.mzML"	"POS"	"2020-01-17 15:00:06"	"Mix01"	"QC_Mix01_Low"	"FS"
"2020/2020_01"	"QC_LowIS_Mix18_3_POS.mzML"	"POS"	"2020-01-17 15:08:51"	"Mix18"	"QC_Mix18_Low"	"FS"
"2020/2020_01"	"QC_LowIS_Mix03_1_POS.mzML"	"POS"	"2020-01-17 15:20:40"	"Mix03"	"QC_Mix03_Low"	"FS"
"2020/2020_01"	"QC_LowIS_Mix14_1_POS.mzML"	"POS"	"2020-01-17 15:29:25"	"Mix14"	"QC_Mix14_Low"	"FS"
"2020/2020_01"	"QC_LowIS_Mix08_3_POS.mzML"	"POS"	"2020-01-17 15:38:11"	"Mix08"	"QC_Mix08_Low"	"FS"
"2020/2020_01"	"QC_LowIS_Mix13_3_POS.mzML"	"POS"	"2020-01-17 15:46:56"	"Mix13"	"QC_Mix13_Low"	"FS"
"2020/2020_01"	"QC_HighIS_Mix14_3_POS.mzML"	"POS"	"2020-01-17 15:55:42"	"Mix14"	"QC_Mix14_High"	"FS"
"2020/2020_01"	"QC_HighIS_Mix08_3_POS.mzML"	"POS"	"2020-01-17 16:07:30"	"Mix08"	"QC_Mix08_High"	"FS"
"2020/2020_01"	"QC_HighIS_Mix10_3_POS.mzML"	"POS"	"2020-01-17 16:16:14"	"Mix10"	"QC_Mix10_High"	"FS"
"2020/2020_01"	"QC_LowIS_Mix07_1_POS.mzML"	"POS"	"2020-01-17 16:24:59"	"Mix07"	"QC_Mix07_Low"	"FS"
"2020/2020_01"	"QC_LowIS_Mix11_1_POS.mzML"	"POS"	"2020-01-17 16:33:45"	"Mix11"	"QC_Mix11_Low"	"FS"
"2020/2020_01"	"QC_HighIS_Mix04_1_POS.mzML"	"POS"	"2020-01-17 16:42:31"	"Mix04"	"QC_Mix04_High"	"FS"
"2020/2020_01"	"QC_HighIS_Mix04_2_POS.mzML"	"POS"	"2020-01-17 16:54:15"	"Mix04"	"QC_Mix04_High"	"FS"
"2020/2020_01"	"QC_HighIS_Mix11_2_POS.mzML"	"POS"	"2020-01-17 17:02:59"	"Mix11"	"QC_Mix11_High"	"FS"
"2020/2020_01"	"QC_HighIS_Mix10_2_POS.mzML"	"POS"	"2020-01-17 17:11:45"	"Mix10"	"QC_Mix10_High"	"FS"
"2020/2020_01"	"QC_LowIS_Mix04_2_POS.mzML"	"POS"	"2020-01-17 17:20:30"	"Mix04"	"QC_Mix04_Low"	"FS"
"2020/2020_01"	"QC_LowIS_Mix02_2_POS.mzML"	"POS"	"2020-01-17 17:29:16"	"Mix02"	"QC_Mix02_Low"	"FS"
"2020/2020_01"	"QC_LowIS_Mix18_1_POS.mzML"	"POS"	"2020-01-17 17:41:04"	"Mix18"	"QC_Mix18_Low"	"FS"
"2020/2020_01"	"QC_HighIS_Mix08_1_POS.mzML"	"POS"	"2020-01-17 17:49:49"	"Mix08"	"QC_Mix08_High"	"FS"
"2020/2020_01"	"QC_HighIS_Mix13_2_POS.mzML"	"POS"	"2020-01-17 17:58:34"	"Mix13"	"QC_Mix13_High"	"FS"
"2020/2020_01"	"QC_HighIS_Mix20_2_POS.mzML"	"POS"	"2020-01-17 18:07:20"	"Mix20"	"QC_Mix20_High"	"FS"
"2020/2020_01"	"QC_LowIS_Mix08_2_POS.mzML"	"POS"	"2020-01-17 18:16:06"	"Mix08"	"QC_Mix08_Low"	"FS"
"2020/2020_01"	"QC_LowIS_Mix09_2_POS.mzML"	"POS"	"2020-01-17 18:27:54"	"Mix09"	"QC_Mix09_Low"	"FS"
"2020/2020_01"	"QC_LowIS_Mix17_2_POS.mzML"	"POS"	"2020-01-17 18:36:40"	"Mix17"	"QC_Mix17_Low"	"FS"
"2020/2020_01"	"QC_LowIS_Mix08_1_POS.mzML"	"POS"	"2020-01-17 18:45:25"	"Mix08"	"QC_Mix08_Low"	"FS"
"2020/2020_01"	"QC_HighIS_Mix09_1_POS.mzML"	"POS"	"2020-01-17 18:54:11"	"Mix09"	"QC_Mix09_High"	"FS"
"2020/2020_01"	"QC_HighIS_Mix17_2_POS.mzML"	"POS"	"2020-01-17 19:02:56"	"Mix17"	"QC_Mix17_High"	"FS"
"2020/2020_01"	"QC_HighIS_Mix17_3_POS.mzML"	"POS"	"2020-01-17 19:14:44"	"Mix17"	"QC_Mix17_High"	"FS"
"2020/2020_01"	"QC_HighIS_Mix03_1_POS.mzML"	"POS"	"2020-01-17 19:23:29"	"Mix03"	"QC_Mix03_High"	"FS"
"2020/2020_01"	"QC_LowIS_Mix16_3_POS.mzML"	"POS"	"2020-01-17 19:32:14"	"Mix16"	"QC_Mix16_Low"	"FS"
"2020/2020_01"	"QC_HighIS_Mix15_1_POS.mzML"	"POS"	"2020-01-17 19:41:00"	"Mix15"	"QC_Mix15_High"	"FS"
"2020/2020_01"	"QC_HighIS_Mix16_3_POS.mzML"	"POS"	"2020-01-17 19:49:45"	"Mix16"	"QC_Mix16_High"	"FS"
"2020/2020_01"	"QC_HighIS_Mix20_3_POS.mzML"	"POS"	"2020-01-17 20:01:33"	"Mix20"	"QC_Mix20_High"	"FS"
"2020/2020_01"	"QC_LowIS_Mix09_3_POS.mzML"	"POS"	"2020-01-17 20:10:19"	"Mix09"	"QC_Mix09_Low"	"FS"
"2020/2020_01"	"QC_LowIS_Mix15_1_POS.mzML"	"POS"	"2020-01-17 20:19:04"	"Mix15"	"QC_Mix15_Low"	"FS"
"2020/2020_01"	"QC_HighIS_Mix14_2_POS.mzML"	"POS"	"2020-01-17 20:27:49"	"Mix14"	"QC_Mix14_High"	"FS"
"2020/2020_01"	"QC_HighIS_Mix18_2_POS.mzML"	"POS"	"2020-01-17 20:36:35"	"Mix18"	"QC_Mix18_High"	"FS"
"2020/2020_01"	"QC_LowIS_Mix13_2_POS.mzML"	"POS"	"2020-01-17 20:48:23"	"Mix13"	"QC_Mix13_Low"	"FS"
"2020/2020_01"	"QC_HighIS_Mix17_1_POS.mzML"	"POS"	"2020-01-17 20:57:09"	"Mix17"	"QC_Mix17_High"	"FS"
"2020/2020_01"	"QC_HighIS_Mix09_2_POS.mzML"	"POS"	"2020-01-17 21:05:55"	"Mix09"	"QC_Mix09_High"	"FS"
"2020/2020_01"	"QC_LowIS_Mix11_3_POS.mzML"	"POS"	"2020-01-17 21:14:39"	"Mix11"	"QC_Mix11_Low"	"FS"
"2020/2020_01"	"QC_LowIS_Mix03_2_POS.mzML"	"POS"	"2020-01-17 21:23:26"	"Mix03"	"QC_Mix03_Low"	"FS"
"2020/2020_01"	"QC_LowIS_Mix16_2_POS.mzML"	"POS"	"2020-01-17 21:35:13"	"Mix16"	"QC_Mix16_Low"	"FS"
"2020/2020_01"	"QC_HighIS_Mix12_3_POS.mzML"	"POS"	"2020-01-17 21:43:59"	"Mix12"	"QC_Mix12_High"	"FS"
"2020/2020_01"	"QC_HighIS_Mix20_1_POS.mzML"	"POS"	"2020-01-17 21:52:44"	"Mix20"	"QC_Mix20_High"	"FS"
"2020/2020_01"	"QC_HighIS_Mix11_1_POS.mzML"	"POS"	"2020-01-17 22:01:29"	"Mix11"	"QC_Mix11_High"	"FS"
"2020/2020_01"	"QC_LowIS_Mix09_1_POS.mzML"	"POS"	"2020-01-17 22:10:14"	"Mix09"	"QC_Mix09_Low"	"FS"
"2020/2020_01"	"QC_LowIS_Mix02_3_POS.mzML"	"POS"	"2020-01-17 22:22:02"	"Mix02"	"QC_Mix02_Low"	"FS"
"2020/2020_01"	"QC_HighIS_Mix07_3_POS.mzML"	"POS"	"2020-01-17 22:30:47"	"Mix07"	"QC_Mix07_High"	"FS"
"2020/2020_01"	"QC_LowIS_Mix18_2_POS.mzML"	"POS"	"2020-01-17 22:39:32"	"Mix18"	"QC_Mix18_Low"	"FS"
"2020/2020_01"	"QC_HighIS_Mix13_1_POS.mzML"	"POS"	"2020-01-17 22:48:18"	"Mix13"	"QC_Mix13_High"	"FS"
"2020/2020_01"	"QC_LowIS_Mix05_1_POS.mzML"	"POS"	"2020-01-17 22:57:03"	"Mix05"	"QC_Mix05_Low"	"FS"
"2020/2020_01"	"QC_HighIS_Mix10_1_POS.mzML"	"POS"	"2020-01-17 23:08:51"	"Mix10"	"QC_Mix10_High"	"FS"
"2020/2020_01"	"QC_LowIS_Mix19_2_POS.mzML"	"POS"	"2020-01-17 23:17:36"	"Mix19"	"QC_Mix19_Low"	"FS"
"2020/2020_01"	"QC_HighIS_Mix12_2_POS.mzML"	"POS"	"2020-01-17 23:26:21"	"Mix12"	"QC_Mix12_High"	"FS"
"2020/2020_01"	"QC_LowIS_Mix10_2_POS.mzML"	"POS"	"2020-01-17 23:35:06"	"Mix10"	"QC_Mix10_Low"	"FS"
"2020/2020_01"	"QC_HighIS_Mix16_1_POS.mzML"	"POS"	"2020-01-17 23:43:52"	"Mix16"	"QC_Mix16_High"	"FS"
"2020/2020_01"	"QC_HighIS_Mix06_2_POS.mzML"	"POS"	"2020-01-17 23:55:40"	"Mix06"	"QC_Mix06_High"	"FS"
"2020/2020_01"	"QC_LowIS_Mix19_3_POS.mzML"	"POS"	"2020-01-18 00:04:25"	"Mix19"	"QC_Mix19_Low"	"FS"
"2020/2020_01"	"QC_LowIS_Mix02_1_POS.mzML"	"POS"	"2020-01-18 00:13:10"	"Mix02"	"QC_Mix02_Low"	"FS"
"2020/2020_01"	"QC_HighIS_Mix05_1_POS.mzML"	"POS"	"2020-01-18 00:21:55"	"Mix05"	"QC_Mix05_High"	"FS"
"2020/2020_01"	"QC_LowIS_Mix12_3_POS.mzML"	"POS"	"2020-01-18 00:30:40"	"Mix12"	"QC_Mix12_Low"	"FS"
"2020/2020_01"	"QC_LowIS_Mix07_3_POS.mzML"	"POS"	"2020-01-18 00:42:28"	"Mix07"	"QC_Mix07_Low"	"FS"
"2020/2020_01"	"QC_HighIS_Mix03_3_POS.mzML"	"POS"	"2020-01-18 00:51:14"	"Mix03"	"QC_Mix03_High"	"FS"
"2020/2020_01"	"QC_LowIS_Mix16_1_POS.mzML"	"POS"	"2020-01-18 00:59:58"	"Mix16"	"QC_Mix16_Low"	"FS"
"2020/2020_01"	"QC_HighIS_Mix18_1_POS.mzML"	"POS"	"2020-01-18 01:08:43"	"Mix18"	"QC_Mix18_High"	"FS"
"2020/2020_01"	"QC_LowIS_Mix20_1_POS.mzML"	"POS"	"2020-01-18 01:17:29"	"Mix20"	"QC_Mix20_Low"	"FS"
"2020/2020_01"	"QC_HighIS_Mix05_3_POS.mzML"	"POS"	"2020-01-18 01:29:16"	"Mix05"	"QC_Mix05_High"	"FS"
"2020/2020_01"	"QC_HighIS_Mix16_2_POS.mzML"	"POS"	"2020-01-18 01:38:00"	"Mix16"	"QC_Mix16_High"	"FS"
"2020/2020_01"	"QC_LowIS_Mix06_3_POS.mzML"	"POS"	"2020-01-18 01:46:46"	"Mix06"	"QC_Mix06_Low"	"FS"
"2020/2020_01"	"QC_LowIS_Mix04_3_POS.mzML"	"POS"	"2020-01-18 01:55:32"	"Mix04"	"QC_Mix04_Low"	"FS"
"2020/2020_01"	"QC_HighIS_Mix01_3_POS.mzML"	"POS"	"2020-01-18 02:04:16"	"Mix01"	"QC_Mix01_High"	"FS"
"2020/2020_01"	"QC_LowIS_Mix14_3_POS.mzML"	"POS"	"2020-01-18 02:16:03"	"Mix14"	"QC_Mix14_Low"	"FS"
"2020/2020_01"	"QC_HighIS_Mix08_2_POS.mzML"	"POS"	"2020-01-18 02:24:49"	"Mix08"	"QC_Mix08_High"	"FS"
"2020/2020_01"	"QC_HighIS_Mix02_2_POS.mzML"	"POS"	"2020-01-18 02:33:33"	"Mix02"	"QC_Mix02_High"	"FS"
"2020/2020_01"	"QC_HighIS_Mix15_3_POS.mzML"	"POS"	"2020-01-18 02:42:18"	"Mix15"	"QC_Mix15_High"	"FS"
"2020/2020_01"	"QC_HighIS_Mix07_2_POS.mzML"	"POS"	"2020-01-18 02:51:03"	"Mix07"	"QC_Mix07_High"	"FS"
"2020/2020_01"	"QC_LowIS_Mix05_3_POS.mzML"	"POS"	"2020-01-18 03:02:47"	"Mix05"	"QC_Mix05_Low"	"FS"
"2020/2020_01"	"QC_LowIS_Mix17_1_POS.mzML"	"POS"	"2020-01-18 03:11:32"	"Mix17"	"QC_Mix17_Low"	"FS"
"2020/2020_01"	"QC_HighIS_Mix06_1_POS.mzML"	"POS"	"2020-01-18 03:20:18"	"Mix06"	"QC_Mix06_High"	"FS"
"2020/2020_01"	"QC_HighIS_Mix03_2_POS.mzML"	"POS"	"2020-01-18 03:29:03"	"Mix03"	"QC_Mix03_High"	"FS"
"2020/2020_01"	"QC_HighIS_Mix19_1_POS.mzML"	"POS"	"2020-01-18 03:37:48"	"Mix19"	"QC_Mix19_High"	"FS"
"2020/2020_01"	"QC_LowIS_Mix19_1_POS.mzML"	"POS"	"2020-01-18 03:49:35"	"Mix19"	"QC_Mix19_Low"	"FS"
"2020/2020_01"	"QC_LowIS_Mix12_2_POS.mzML"	"POS"	"2020-01-18 03:58:21"	"Mix12"	"QC_Mix12_Low"	"FS"
"2020/2020_01"	"QC_HighIS_Mix02_3_POS.mzML"	"POS"	"2020-01-18 04:07:07"	"Mix02"	"QC_Mix02_High"	"FS"
"2020/2020_01"	"QC_HighIS_Mix14_1_POS.mzML"	"POS"	"2020-01-18 04:15:51"	"Mix14"	"QC_Mix14_High"	"FS"
"2020/2020_01"	"QC_LowIS_Mix05_2_POS.mzML"	"POS"	"2020-01-18 04:24:37"	"Mix05"	"QC_Mix05_Low"	"FS"
"2020/2020_01"	"QC_HighIS_Mix01_2_POS.mzML"	"POS"	"2020-01-18 04:36:22"	"Mix01"	"QC_Mix01_High"	"FS"
"2020/2020_01"	"QC_HighIS_Mix07_1_POS.mzML"	"POS"	"2020-01-18 04:45:06"	"Mix07"	"QC_Mix07_High"	"FS"
"2020/2020_01"	"QC_HighIS_Mix09_3_POS.mzML"	"POS"	"2020-01-18 04:53:51"	"Mix09"	"QC_Mix09_High"	"FS"
"2020/2020_01"	"QC_LowIS_Mix20_2_POS.mzML"	"POS"	"2020-01-18 05:02:35"	"Mix20"	"QC_Mix20_Low"	"FS"
"2020/2020_01"	"QC_LowIS_Mix11_2_POS.mzML"	"POS"	"2020-01-18 05:11:21"	"Mix11"	"QC_Mix11_Low"	"FS"
"2020/2020_01"	"QC_HighIS_Mix12_1_POS.mzML"	"POS"	"2020-01-18 05:23:09"	"Mix12"	"QC_Mix12_High"	"FS"
"2020/2020_01"	"QC_LowIS_Mix12_1_POS.mzML"	"POS"	"2020-01-18 05:31:55"	"Mix12"	"QC_Mix12_Low"	"FS"
"2020/2020_01"	"QC_LowIS_Mix01_3_POS.mzML"	"POS"	"2020-01-18 05:40:40"	"Mix01"	"QC_Mix01_Low"	"FS"
"2020/2020_01"	"QC_HighIS_Mix15_2_POS.mzML"	"POS"	"2020-01-18 05:49:26"	"Mix15"	"QC_Mix15_High"	"FS"
"2020/2020_01"	"QC_LowIS_Mix06_1_POS.mzML"	"POS"	"2020-01-18 05:58:11"	"Mix06"	"QC_Mix06_Low"	"FS"
"2020/2020_01"	"QC_LowIS_Mix03_3_POS.mzML"	"POS"	"2020-01-18 06:09:59"	"Mix03"	"QC_Mix03_Low"	"FS"
"2020/2020_01"	"QC_HighIS_Mix11_3_POS.mzML"	"POS"	"2020-01-18 06:18:44"	"Mix11"	"QC_Mix11_High"	"FS"
"2020/2020_01"	"QC_HighIS_Mix18_3_POS.mzML"	"POS"	"2020-01-18 06:27:29"	"Mix18"	"QC_Mix18_High"	"FS"
"2020/2020_01"	"QC_LowIS_Mix15_2_POS.mzML"	"POS"	"2020-01-18 06:36:14"	"Mix15"	"QC_Mix15_Low"	"FS"
"2020/2020_01"	"QC_LowIS_Mix06_2_POS.mzML"	"POS"	"2020-01-18 06:45:00"	"Mix06"	"QC_Mix06_Low"	"FS"
"2020/2020_01"	"QC_LowIS_Mix10_3_POS.mzML"	"POS"	"2020-01-18 06:56:48"	"Mix10"	"QC_Mix10_Low"	"FS"
"2020/2020_01"	"QC_LowIS_Mix07_2_POS.mzML"	"POS"	"2020-01-18 07:05:33"	"Mix07"	"QC_Mix07_Low"	"FS"
"2020/2020_01"	"QC_HighIS_Mix19_2_POS.mzML"	"POS"	"2020-01-18 07:14:18"	"Mix19"	"QC_Mix19_High"	"FS"
"2020/2020_01"	"QC_LowIS_Mix01_1_POS.mzML"	"POS"	"2020-01-18 07:23:04"	"Mix01"	"QC_Mix01_Low"	"FS"
"2020/2020_01"	"QC_HighIS_Mix02_1_POS.mzML"	"POS"	"2020-01-18 07:31:49"	"Mix02"	"QC_Mix02_High"	"FS"
"2020/2020_01"	"QC_HighIS_Mix01_1_POS.mzML"	"POS"	"2020-01-18 07:43:36"	"Mix01"	"QC_Mix01_High"	"FS"
"2020/2020_01"	"QC_HighIS_Mix06_3_POS.mzML"	"POS"	"2020-01-18 07:52:21"	"Mix06"	"QC_Mix06_High"	"FS"
"2020/2020_01"	"QC_HighIS_Mix05_2_POS.mzML"	"POS"	"2020-01-18 08:01:05"	"Mix05"	"QC_Mix05_High"	"FS"
"2020/2020_01"	"QC_LowIS_Mix20_3_POS.mzML"	"POS"	"2020-01-18 08:09:51"	"Mix20"	"QC_Mix20_Low"	"FS"
"2020/2020_01"	"QC_LowIS_Mix17_3_POS.mzML"	"POS"	"2020-01-18 08:18:36"	"Mix17"	"QC_Mix17_Low"	"FS"
"2020/2020_01"	"QC_HighIS_Mix01_CE20_POS.mzML"	"POS"	"2020-01-18 08:30:26"	"Mix01"	"QC_Mix01_High"	"CE20"
"2020/2020_01"	"QC_HighIS_Mix01_CE30_POS.mzML"	"POS"	"2020-01-18 08:39:14"	"Mix01"	"QC_Mix01_High"	"CE30"
"2020/2020_01"	"QC_HighIS_Mix02_CE20_POS.mzML"	"POS"	"2020-01-18 08:48:01"	"Mix02"	"QC_Mix02_High"	"CE20"
"2020/2020_01"	"QC_HighIS_Mix02_CE30_POS.mzML"	"POS"	"2020-01-18 08:56:49"	"Mix02"	"QC_Mix02_High"	"CE30"
"2020/2020_01"	"QC_HighIS_Mix03_CE20_POS.mzML"	"POS"	"2020-01-18 09:05:37"	"Mix03"	"QC_Mix03_High"	"CE20"
"2020/2020_01"	"QC_HighIS_Mix03_CE30_POS.mzML"	"POS"	"2020-01-18 09:17:26"	"Mix03"	"QC_Mix03_High"	"CE30"
"2020/2020_01"	"QC_HighIS_Mix04_CE20_POS.mzML"	"POS"	"2020-01-18 09:26:14"	"Mix04"	"QC_Mix04_High"	"CE20"
"2020/2020_01"	"QC_HighIS_Mix04_CE30_POS.mzML"	"POS"	"2020-01-18 09:35:03"	"Mix04"	"QC_Mix04_High"	"CE30"
"2020/2020_01"	"QC_HighIS_Mix05_CE20_POS.mzML"	"POS"	"2020-01-18 09:43:50"	"Mix05"	"QC_Mix05_High"	"CE20"
"2020/2020_01"	"QC_HighIS_Mix05_CE30_POS.mzML"	"POS"	"2020-01-18 09:52:39"	"Mix05"	"QC_Mix05_High"	"CE30"
"2020/2020_01"	"QC_HighIS_Mix06_CE20_POS.mzML"	"POS"	"2020-01-18 10:04:27"	"Mix06"	"QC_Mix06_High"	"CE20"
"2020/2020_01"	"QC_HighIS_Mix06_CE30_POS.mzML"	"POS"	"2020-01-18 10:13:16"	"Mix06"	"QC_Mix06_High"	"CE30"
"2020/2020_01"	"QC_HighIS_Mix07_CE20_POS.mzML"	"POS"	"2020-01-18 10:22:04"	"Mix07"	"QC_Mix07_High"	"CE20"
"2020/2020_01"	"QC_HighIS_Mix07_CE30_POS.mzML"	"POS"	"2020-01-18 10:30:52"	"Mix07"	"QC_Mix07_High"	"CE30"
"2020/2020_01"	"QC_HighIS_Mix08_CE20_POS.mzML"	"POS"	"2020-01-18 10:39:40"	"Mix08"	"QC_Mix08_High"	"CE20"
"2020/2020_01"	"QC_HighIS_Mix08_CE30_POS.mzML"	"POS"	"2020-01-18 10:51:29"	"Mix08"	"QC_Mix08_High"	"CE30"
"2020/2020_01"	"QC_HighIS_Mix09_CE20_POS.mzML"	"POS"	"2020-01-18 11:00:17"	"Mix09"	"QC_Mix09_High"	"CE20"
"2020/2020_01"	"QC_HighIS_Mix09_CE30_POS.mzML"	"POS"	"2020-01-18 18:19:41"	"Mix09"	"QC_Mix09_High"	"CE30"
"2020/2020_01"	"QC_HighIS_Mix10_CE20_POS.mzML"	"POS"	"2020-01-18 18:32:15"	"Mix10"	"QC_Mix10_High"	"CE20"
"2020/2020_01"	"QC_HighIS_Mix10_CE30_POS.mzML"	"POS"	"2020-01-18 18:41:04"	"Mix10"	"QC_Mix10_High"	"CE30"
"2020/2020_01"	"QC_HighIS_Mix11_CE20_POS.mzML"	"POS"	"2020-01-18 18:51:55"	"Mix11"	"QC_Mix11_High"	"CE20"
"2020/2020_01"	"QC_HighIS_Mix11_CE30_POS.mzML"	"POS"	"2020-01-18 19:00:44"	"Mix11"	"QC_Mix11_High"	"CE30"
"2020/2020_01"	"QC_HighIS_Mix12_CE20_POS.mzML"	"POS"	"2020-01-18 19:09:32"	"Mix12"	"QC_Mix12_High"	"CE20"
"2020/2020_01"	"QC_HighIS_Mix12_CE30_POS.mzML"	"POS"	"2020-01-18 19:18:21"	"Mix12"	"QC_Mix12_High"	"CE30"
"2020/2020_01"	"QC_HighIS_Mix13_CE20_POS.mzML"	"POS"	"2020-01-18 19:27:09"	"Mix13"	"QC_Mix13_High"	"CE20"
"2020/2020_01"	"QC_HighIS_Mix13_CE30_POS.mzML"	"POS"	"2020-01-18 19:39:02"	"Mix13"	"QC_Mix13_High"	"CE30"
"2020/2020_01"	"QC_HighIS_Mix14_CE20_POS.mzML"	"POS"	"2020-01-18 19:47:51"	"Mix14"	"QC_Mix14_High"	"CE20"
"2020/2020_01"	"QC_HighIS_Mix14_CE30_POS.mzML"	"POS"	"2020-01-18 19:56:39"	"Mix14"	"QC_Mix14_High"	"CE30"
"2020/2020_01"	"QC_HighIS_Mix15_CE20_POS.mzML"	"POS"	"2020-01-18 20:05:29"	"Mix15"	"QC_Mix15_High"	"CE20"
"2020/2020_01"	"QC_HighIS_Mix15_CE30_POS.mzML"	"POS"	"2020-01-18 20:14:18"	"Mix15"	"QC_Mix15_High"	"CE30"
"2020/2020_01"	"QC_HighIS_Mix16_CE20_POS.mzML"	"POS"	"2020-01-18 20:26:10"	"Mix16"	"QC_Mix16_High"	"CE20"
"2020/2020_01"	"QC_HighIS_Mix16_CE30_POS.mzML"	"POS"	"2020-01-18 20:34:59"	"Mix16"	"QC_Mix16_High"	"CE30"
"2020/2020_01"	"QC_HighIS_Mix17_CE20_POS.mzML"	"POS"	"2020-01-18 20:43:48"	"Mix17"	"QC_Mix17_High"	"CE20"
"2020/2020_01"	"QC_HighIS_Mix17_CE30_POS.mzML"	"POS"	"2020-01-18 20:52:38"	"Mix17"	"QC_Mix17_High"	"CE30"
"2020/2020_01"	"QC_HighIS_Mix18_CE20_POS.mzML"	"POS"	"2020-01-18 21:01:28"	"Mix18"	"QC_Mix18_High"	"CE20"
"2020/2020_01"	"QC_HighIS_Mix18_CE30_POS.mzML"	"POS"	"2020-01-18 21:13:17"	"Mix18"	"QC_Mix18_High"	"CE30"
"2020/2020_01"	"QC_HighIS_Mix19_CE20_POS.mzML"	"POS"	"2020-01-18 21:22:06"	"Mix19"	"QC_Mix19_High"	"CE20"
"2020/2020_01"	"QC_HighIS_Mix19_CE30_POS.mzML"	"POS"	"2020-01-18 21:30:55"	"Mix19"	"QC_Mix19_High"	"CE30"
"2020/2020_01"	"QC_HighIS_Mix20_CE20_POS.mzML"	"POS"	"2020-01-18 21:39:44"	"Mix20"	"QC_Mix20_High"	"CE20"
"2020/2020_01"	"QC_HighIS_Mix20_CE30_POS.mzML"	"POS"	"2020-01-18 21:48:33"	"Mix20"	"QC_Mix20_High"	"CE30"
"2020/2020_01"	"Blank01_QC_1_NEG.mzML"	"NEG"	"2020-01-28 12:02:32"	"Blank_QC"	"Water_QC_Blank01"	"FS"
"2020/2020_01"	"Blank02_QC_1_NEG.mzML"	"NEG"	"2020-01-28 12:11:16"	"Blank_QC"	"Water_QC_Blank02"	"FS"
"2020/2020_01"	"Blank03_QC_1_NEG.mzML"	"NEG"	"2020-01-28 12:20:02"	"Blank_QC"	"Water_QC_Blank03"	"FS"
"2020/2020_01"	"Blank01_QC_2_NEG.mzML"	"NEG"	"2020-01-28 12:28:48"	"Blank_QC"	"Water_QC_Blank01"	"FS"
"2020/2020_01"	"Blank02_QC_2_NEG.mzML"	"NEG"	"2020-01-28 12:37:34"	"Blank_QC"	"Water_QC_Blank02"	"FS"
"2020/2020_01"	"Blank03_QC_2_NEG.mzML"	"NEG"	"2020-01-28 12:49:22"	"Blank_QC"	"Water_QC_Blank03"	"FS"
"2020/2020_01"	"Blank01_QC_3_NEG.mzML"	"NEG"	"2020-01-28 12:58:08"	"Blank_QC"	"Water_QC_Blank01"	"FS"
"2020/2020_01"	"Blank02_QC_3_NEG.mzML"	"NEG"	"2020-01-28 13:06:54"	"Blank_QC"	"Water_QC_Blank02"	"FS"
"2020/2020_01"	"Blank03_QC_3_NEG.mzML"	"NEG"	"2020-01-28 13:15:40"	"Blank_QC"	"Water_QC_Blank03"	"FS"
"2020/2020_01"	"Blank01_QC_4_NEG.mzML"	"NEG"	"2020-01-28 13:24:26"	"Blank_QC"	"Water_QC_Blank01"	"FS"
"2020/2020_01"	"Blank02_QC_4_NEG.mzML"	"NEG"	"2020-01-28 13:36:14"	"Blank_QC"	"Water_QC_Blank02"	"FS"
"2020/2020_01"	"Blank03_QC_4_NEG.mzML"	"NEG"	"2020-01-28 13:45:00"	"Blank_QC"	"Water_QC_Blank03"	"FS"
"2020/2020_01"	"Blank01_QC_5_NEG.mzML"	"NEG"	"2020-01-28 13:53:46"	"Blank_QC"	"Water_QC_Blank01"	"FS"
"2020/2020_01"	"Blank02_QC_5_NEG.mzML"	"NEG"	"2020-01-28 14:02:32"	"Blank_QC"	"Water_QC_Blank02"	"FS"
"2020/2020_01"	"Blank03_QC_5_NEG.mzML"	"NEG"	"2020-01-28 14:11:18"	"Blank_QC"	"Water_QC_Blank03"	"FS"
"2020/2020_01"	"QC_LowIS_Mix14_2_NEG.mzML"	"NEG"	"2020-01-28 14:23:06"	"Mix14"	"QC_Mix14_Low"	"FS"
"2020/2020_01"	"QC_HighIS_Mix04_3_NEG.mzML"	"NEG"	"2020-01-28 14:31:51"	"Mix04"	"QC_Mix04_High"	"FS"
"2020/2020_01"	"QC_LowIS_Mix10_1_NEG.mzML"	"NEG"	"2020-01-28 14:40:36"	"Mix10"	"QC_Mix10_Low"	"FS"
"2020/2020_01"	"QC_LowIS_Mix15_3_NEG.mzML"	"NEG"	"2020-01-28 14:49:22"	"Mix15"	"QC_Mix15_Low"	"FS"
"2020/2020_01"	"QC_HighIS_Mix19_3_NEG.mzML"	"NEG"	"2020-01-28 14:58:08"	"Mix19"	"QC_Mix19_High"	"FS"
"2020/2020_01"	"QC_LowIS_Mix13_1_NEG.mzML"	"NEG"	"2020-01-28 15:09:55"	"Mix13"	"QC_Mix13_Low"	"FS"
"2020/2020_01"	"QC_LowIS_Mix04_1_NEG.mzML"	"NEG"	"2020-01-28 15:18:41"	"Mix04"	"QC_Mix04_Low"	"FS"
